ID,MA_KEHOACH,MA_HOPDONG_TINDUNG,SODU_DAUKI,SO_KY,NGAY_DAUKI,NGAY_CUOIKY,SONGAY_TINHLAI,LAISUAT,GOC_PHAITRA,LAI_PHAITRA,TONG_TIEN
4434,KH-CTRA012811-18,CTRA012811,1075000000,18,2024-05-13,2024-06-12,31,13.45,25000000,12280034,37280034
4435,KH-CTRA012811-19,CTRA012811,1050000000,19,2024-06-13,2024-07-12,30,13.45,25000000,11607534,36607534
4436,KH-CTRA012811-20,CTRA012811,1025000000,20,2024-07-13,2024-08-12,31,13.45,25000000,11708870,36708870
4437,KH-CTRA012811-21,CTRA012811,1000000000,21,2024-08-13,2024-09-12,31,13.45,25000000,11423288,36423288
4381,KH-CTRA012809-1,CTRA012809,2100000000,1,2021-12-13,2022-01-12,31,13.55,58333333,24167260,82500593
4382,KH-CTRA012809-2,CTRA012809,2041666667,2,2022-01-13,2022-02-12,31,13.55,58333333,23495947,81829280
4383,KH-CTRA012809-3,CTRA012809,1983333334,3,2022-02-13,2022-03-12,28,13.55,58333333,20615799,78949132
4384,KH-CTRA012809-4,CTRA012809,1925000001,4,2022-03-13,2022-04-12,31,13.55,58333333,22153322,80486655
4385,KH-CTRA012809-5,CTRA012809,1866666668,5,2022-04-13,2022-05-12,30,13.55,58333333,20789041,79122374
4386,KH-CTRA012809-6,CTRA012809,1808333335,6,2022-05-13,2022-06-12,31,13.55,58333333,20810696,79144029
4387,KH-CTRA012809-7,CTRA012809,1750000002,7,2022-06-13,2022-07-12,30,13.55,58333333,19489726,77823059
4388,KH-CTRA012809-8,CTRA012809,1691666669,8,2022-07-13,2022-08-12,31,13.55,58333333,19468071,77801404
4389,KH-CTRA012809-9,CTRA012809,1633333336,9,2022-08-13,2022-09-12,31,13.55,58333333,18796758,77130091
4390,KH-CTRA012809-10,CTRA012809,1575000003,10,2022-09-13,2022-10-12,30,13.55,58333333,17540753,75874086
4391,KH-CTRA012809-11,CTRA012809,1516666670,11,2022-10-13,2022-11-12,31,13.55,58333333,17454132,75787465
4392,KH-CTRA012809-12,CTRA012809,1458333337,12,2022-11-13,2022-12-12,30,13.55,58333333,16241438,74574771
4393,KH-CTRA012809-13,CTRA012809,1400000004,13,2022-12-13,2023-01-12,31,13.55,58333333,16111507,74444840
4394,KH-CTRA012809-14,CTRA012809,1341666671,14,2023-01-13,2023-02-12,31,13.55,58333333,15440194,73773527
4395,KH-CTRA012809-15,CTRA012809,1283333338,15,2023-02-13,2023-03-12,28,13.55,58333333,13339635,71672968
4396,KH-CTRA012809-16,CTRA012809,1225000005,16,2023-03-13,2023-04-12,31,13.55,58333333,14097569,72430902
4397,KH-CTRA012809-17,CTRA012809,1166666672,17,2023-04-13,2023-05-12,30,13.55,58333333,12993151,71326484
4398,KH-CTRA012809-18,CTRA012809,1108333339,18,2023-05-13,2023-06-12,31,13.55,58333333,12754943,71088276
4399,KH-CTRA012809-19,CTRA012809,1050000006,19,2023-06-13,2023-07-12,30,13.55,58333333,11693836,70027169
4400,KH-CTRA012809-20,CTRA012809,991666673,20,2023-07-13,2023-08-12,31,13.55,58333333,11412317,69745650
4401,KH-CTRA012809-21,CTRA012809,933333340,21,2023-08-13,2023-09-12,31,13.55,58333333,10741005,69074338
4402,KH-CTRA012809-22,CTRA012809,875000007,22,2023-09-13,2023-10-12,30,13.55,58333333,9744863,68078196
4403,KH-CTRA012809-23,CTRA012809,816666674,23,2023-10-13,2023-11-12,31,13.55,58333333,9398379,67731712
4404,KH-CTRA012809-24,CTRA012809,758333341,24,2023-11-13,2023-12-12,30,13.55,58333333,8445548,66778881
4405,KH-CTRA012809-25,CTRA012809,700000008,25,2023-12-13,2024-01-12,31,13.55,58333333,8055754,66389087
4406,KH-CTRA012809-26,CTRA012809,641666675,26,2024-01-13,2024-02-12,31,13.55,58333333,7384441,65717774
4407,KH-CTRA012809-27,CTRA012809,583333342,27,2024-02-13,2024-03-12,29,13.55,58333333,6280023,64613356
4408,KH-CTRA012809-28,CTRA012809,525000009,28,2024-03-13,2024-04-12,31,13.55,58333333,6041815,64375148
4409,KH-CTRA012809-29,CTRA012809,466666676,29,2024-04-13,2024-05-12,30,13.55,58333333,5197260,63530593
4410,KH-CTRA012809-30,CTRA012809,408333343,30,2024-05-13,2024-06-12,31,13.55,58333333,4699190,63032523
4411,KH-CTRA012809-31,CTRA012809,350000010,31,2024-06-13,2024-07-12,30,13.55,58333333,3897945,62231278
4412,KH-CTRA012809-32,CTRA012809,291666677,32,2024-07-13,2024-08-12,31,13.55,58333333,3356564,61689897
4413,KH-CTRA012809-33,CTRA012809,233333344,33,2024-08-13,2024-09-12,31,13.55,58333333,2685251,61018584
4414,KH-CTRA012809-34,CTRA012809,175000011,34,2024-09-13,2024-10-12,30,13.55,58333333,1948973,60282306
4415,KH-CTRA012809-35,CTRA012809,116666678,35,2024-10-13,2024-11-12,31,13.55,58333333,1342626,59675959
4416,KH-CTRA012809-36,CTRA012809,58333345,36,2024-11-13,2024-12-13,31,13.55,58333345,671313,59004646
4417,KH-CTRA012811-1,CTRA012811,1500000000,1,2022-12-13,2023-01-12,31,13.45,25000000,17134932,42134932
4418,KH-CTRA012811-2,CTRA012811,1475000000,2,2023-01-13,2023-02-12,31,13.45,25000000,16849349,41849349
4419,KH-CTRA012811-3,CTRA012811,1450000000,3,2023-02-13,2023-03-12,28,13.45,25000000,14960822,39960822
4420,KH-CTRA012811-4,CTRA012811,1425000000,4,2023-03-13,2023-04-12,31,13.45,25000000,16278185,41278185
4421,KH-CTRA012811-5,CTRA012811,1400000000,5,2023-04-13,2023-05-12,30,13.45,25000000,15476712,40476712
4422,KH-CTRA012811-6,CTRA012811,1375000000,6,2023-05-13,2023-06-12,31,13.45,25000000,15707021,40707021
4423,KH-CTRA012811-7,CTRA012811,1350000000,7,2023-06-13,2023-07-12,30,13.45,25000000,14923973,39923973
4424,KH-CTRA012811-8,CTRA012811,1325000000,8,2023-07-13,2023-08-12,31,13.45,25000000,15135856,40135856
4425,KH-CTRA012811-9,CTRA012811,1300000000,9,2023-08-13,2023-09-12,31,13.45,25000000,14850274,39850274
4426,KH-CTRA012811-10,CTRA012811,1275000000,10,2023-09-13,2023-10-12,30,13.45,25000000,14094863,39094863
4427,KH-CTRA012811-11,CTRA012811,1250000000,11,2023-10-13,2023-11-12,31,13.45,25000000,14279110,39279110
4428,KH-CTRA012811-12,CTRA012811,1225000000,12,2023-11-13,2023-12-12,30,13.45,25000000,13542123,38542123
4429,KH-CTRA012811-13,CTRA012811,1200000000,13,2023-12-13,2024-01-12,31,13.45,25000000,13707945,38707945
4430,KH-CTRA012811-14,CTRA012811,1175000000,14,2024-01-13,2024-02-12,31,13.45,25000000,13422363,38422363
4431,KH-CTRA012811-15,CTRA012811,1150000000,15,2024-02-13,2024-03-12,29,13.45,25000000,12289247,37289247
4432,KH-CTRA012811-16,CTRA012811,1125000000,16,2024-03-13,2024-04-12,31,13.45,25000000,12851199,37851199
4438,KH-CTRA012811-22,CTRA012811,975000000,22,2024-09-13,2024-10-12,30,13.45,25000000,10778425,35778425
4439,KH-CTRA012811-23,CTRA012811,950000000,23,2024-10-13,2024-11-12,31,13.45,25000000,10852123,35852123
4440,KH-CTRA012811-24,CTRA012811,925000000,24,2024-11-13,2024-12-12,30,13.45,25000000,10225685,35225685
4441,KH-CTRA012811-25,CTRA012811,900000000,25,2024-12-13,2025-01-12,31,13.45,25000000,10280959,35280959
4442,KH-CTRA012811-26,CTRA012811,875000000,26,2025-01-13,2025-02-12,31,13.45,25000000,9995377,34995377
4443,KH-CTRA012811-27,CTRA012811,850000000,27,2025-02-13,2025-03-12,28,13.45,25000000,8770137,33770137
4444,KH-CTRA012811-28,CTRA012811,825000000,28,2025-03-13,2025-04-12,31,13.45,25000000,9424212,34424212
4445,KH-CTRA012811-29,CTRA012811,800000000,29,2025-04-13,2025-05-12,30,13.45,25000000,8843836,33843836
4446,KH-CTRA012811-30,CTRA012811,775000000,30,2025-05-13,2025-06-12,31,13.45,25000000,8853048,33853048
4447,KH-CTRA012811-31,CTRA012811,750000000,31,2025-06-13,2025-07-12,30,13.45,25000000,8291096,33291096
4448,KH-CTRA012811-32,CTRA012811,725000000,32,2025-07-13,2025-08-12,31,13.45,25000000,8281884,33281884
4449,KH-CTRA012811-33,CTRA012811,700000000,33,2025-08-13,2025-09-12,31,13.45,25000000,7996301,32996301
4450,KH-CTRA012811-34,CTRA012811,675000000,34,2025-09-13,2025-10-12,30,13.45,25000000,7461986,32461986
4451,KH-CTRA012811-35,CTRA012811,650000000,35,2025-10-13,2025-11-12,31,13.45,25000000,7425137,32425137
4452,KH-CTRA012811-36,CTRA012811,625000000,36,2025-11-13,2025-12-12,30,13.45,25000000,6909247,31909247
4453,KH-CTRA012811-37,CTRA012811,600000000,37,2025-12-13,2026-01-12,31,13.45,25000000,6853973,31853973
4454,KH-CTRA012811-38,CTRA012811,575000000,38,2026-01-13,2026-02-12,31,13.45,25000000,6568390,31568390
4455,KH-CTRA012811-39,CTRA012811,550000000,39,2026-02-13,2026-03-12,28,13.45,25000000,5674795,30674795
4456,KH-CTRA012811-40,CTRA012811,525000000,40,2026-03-13,2026-04-12,31,13.45,25000000,5997226,30997226
4457,KH-CTRA012811-41,CTRA012811,500000000,41,2026-04-13,2026-05-12,30,13.45,25000000,5527397,30527397
4458,KH-CTRA012811-42,CTRA012811,475000000,42,2026-05-13,2026-06-12,31,13.45,25000000,5426062,30426062
4459,KH-CTRA012811-43,CTRA012811,450000000,43,2026-06-13,2026-07-12,30,13.45,25000000,4974658,29974658
4460,KH-CTRA012811-44,CTRA012811,425000000,44,2026-07-13,2026-08-12,31,13.45,25000000,4854897,29854897
4461,KH-CTRA012811-45,CTRA012811,400000000,45,2026-08-13,2026-09-12,31,13.45,25000000,4569315,29569315
4462,KH-CTRA012811-46,CTRA012811,375000000,46,2026-09-13,2026-10-12,30,13.45,25000000,4145548,29145548
4463,KH-CTRA012811-47,CTRA012811,350000000,47,2026-10-13,2026-11-12,31,13.45,25000000,3998151,28998151
4464,KH-CTRA012811-48,CTRA012811,325000000,48,2026-11-13,2026-12-12,30,13.45,25000000,3592808,28592808
4465,KH-CTRA012811-49,CTRA012811,300000000,49,2026-12-13,2027-01-12,31,13.45,25000000,3426986,28426986
4466,KH-CTRA012811-50,CTRA012811,275000000,50,2027-01-13,2027-02-12,31,13.45,25000000,3141404,28141404
4467,KH-CTRA012811-51,CTRA012811,250000000,51,2027-02-13,2027-03-12,28,13.45,25000000,2579452,27579452
4468,KH-CTRA012811-52,CTRA012811,225000000,52,2027-03-13,2027-04-12,31,13.45,25000000,2570240,27570240
4469,KH-CTRA012811-53,CTRA012811,200000000,53,2027-04-13,2027-05-12,30,13.45,25000000,2210959,27210959
4470,KH-CTRA012811-54,CTRA012811,175000000,54,2027-05-13,2027-06-12,31,13.45,25000000,1999075,26999075
4471,KH-CTRA012811-55,CTRA012811,150000000,55,2027-06-13,2027-07-12,30,13.45,25000000,1658219,26658219
4472,KH-CTRA012811-56,CTRA012811,125000000,56,2027-07-13,2027-08-12,31,13.45,25000000,1427911,26427911
4473,KH-CTRA012811-57,CTRA012811,100000000,57,2027-08-13,2027-09-12,31,13.45,25000000,1142329,26142329
4474,KH-CTRA012811-58,CTRA012811,75000000,58,2027-09-13,2027-10-12,30,13.45,25000000,829110,25829110
4475,KH-CTRA012811-59,CTRA012811,50000000,59,2027-10-13,2027-11-12,31,13.45,25000000,571164,25571164
4476,KH-CTRA012811-60,CTRA012811,25000000,60,2027-11-13,2027-12-13,31,13.45,25000000,285582,25285582
4477,KH-CTRA012812-1,CTRA012812,17800000000,1,2023-10-11,2023-11-10,31,13.45,148333333,203334521,351667854
4478,KH-CTRA012812-2,CTRA012812,17651666667,2,2023-11-11,2023-12-10,30,13.45,148333333,195135548,343468881
4479,KH-CTRA012812-3,CTRA012812,17503333334,3,2023-12-11,2024-01-10,31,13.45,148333333,199945612,348278945
4480,KH-CTRA012812-4,CTRA012812,17355000001,4,2024-01-11,2024-02-10,31,13.45,148333333,198251158,346584491
4481,KH-CTRA012812-5,CTRA012812,17206666668,5,2024-02-11,2024-03-10,29,13.45,148333333,183875626,332208959
4482,KH-CTRA012812-6,CTRA012812,17058333335,6,2024-03-11,2024-04-10,31,13.45,148333333,194862249,343195582
4483,KH-CTRA012812-7,CTRA012812,16910000002,7,2024-04-11,2024-05-10,30,13.45,148333333,186936575,335269908
4484,KH-CTRA012812-8,CTRA012812,16761666669,8,2024-05-11,2024-06-10,31,13.45,148333333,191473340,339806673
4485,KH-CTRA012812-9,CTRA012812,16613333336,9,2024-06-11,2024-07-10,30,13.45,148333333,183656986,331990319
4486,KH-CTRA012812-10,CTRA012812,16465000003,10,2024-07-11,2024-08-10,31,13.45,148333333,188084432,336417765
4487,KH-CTRA012812-11,CTRA012812,16316666670,11,2024-08-11,2024-09-10,31,13.45,148333333,186389977,334723310
4488,KH-CTRA012812-12,CTRA012812,16168333337,12,2024-09-11,2024-10-10,30,13.45,148333333,178737603,327070936
4489,KH-CTRA012812-13,CTRA012812,16020000004,13,2024-10-11,2024-11-10,31,13.45,148333333,183001069,331334402
4490,KH-CTRA012812-14,CTRA012812,15871666671,14,2024-11-11,2024-12-10,30,13.45,148333333,175458014,323791347
4491,KH-CTRA012812-15,CTRA012812,15723333338,15,2024-12-11,2025-01-10,31,13.45,148333333,179612160,327945493
4492,KH-CTRA012812-16,CTRA012812,15575000005,16,2025-01-11,2025-02-10,31,13.45,148333333,177917706,326251039
4493,KH-CTRA012812-17,CTRA012812,15426666672,17,2025-02-11,2025-03-10,28,13.45,148333333,159169388,307502721
4494,KH-CTRA012812-18,CTRA012812,15278333339,18,2025-03-11,2025-04-10,31,13.45,148333333,174528797,322862130
4495,KH-CTRA012812-19,CTRA012812,15130000006,19,2025-04-11,2025-05-10,30,13.45,148333333,167259041,315592374
4496,KH-CTRA012812-20,CTRA012812,14981666673,20,2025-05-11,2025-06-10,31,13.45,148333333,171139888,319473221
4497,KH-CTRA012812-21,CTRA012812,14833333340,21,2025-06-11,2025-07-10,30,13.45,148333333,163979452,312312785
4498,KH-CTRA012812-22,CTRA012812,14685000007,22,2025-07-11,2025-08-10,31,13.45,148333333,167750980,316084313
4499,KH-CTRA012812-23,CTRA012812,14536666674,23,2025-08-11,2025-09-10,31,13.45,148333333,166056525,314389858
4500,KH-CTRA012812-24,CTRA012812,14388333341,24,2025-09-11,2025-10-10,30,13.45,148333333,159060069,307393402
4501,KH-CTRA012812-25,CTRA012812,14240000008,25,2025-10-11,2025-11-10,31,13.45,148333333,162667617,311000950
4502,KH-CTRA012812-26,CTRA012812,14091666675,26,2025-11-11,2025-12-10,30,13.45,148333333,155780480,304113813
4503,KH-CTRA012812-27,CTRA012812,13943333342,27,2025-12-11,2026-01-10,31,13.45,148333333,159278708,307612041
4504,KH-CTRA012812-28,CTRA012812,13795000009,28,2026-01-11,2026-02-10,31,13.45,148333333,157584254,305917587
4505,KH-CTRA012812-29,CTRA012812,13646666676,29,2026-02-11,2026-03-10,28,13.45,148333333,140803690,289137023
4506,KH-CTRA012812-30,CTRA012812,13498333343,30,2026-03-11,2026-04-10,31,13.45,148333333,154195345,302528678
4507,KH-CTRA012812-31,CTRA012812,13350000010,31,2026-04-11,2026-05-10,30,13.45,148333333,147581507,295914840
4508,KH-CTRA012812-32,CTRA012812,13201666677,32,2026-05-11,2026-06-10,31,13.45,148333333,150806436,299139769
4509,KH-CTRA012812-33,CTRA012812,13053333344,33,2026-06-11,2026-07-10,30,13.45,148333333,144301918,292635251
4510,KH-CTRA012812-34,CTRA012812,12905000011,34,2026-07-11,2026-08-10,31,13.45,148333333,147417528,295750861
4511,KH-CTRA012812-35,CTRA012812,12756666678,35,2026-08-11,2026-09-10,31,13.45,148333333,145723073,294056406
4512,KH-CTRA012812-36,CTRA012812,12608333345,36,2026-09-11,2026-10-10,30,13.45,148333333,139382534,287715867
4513,KH-CTRA012812-37,CTRA012812,12460000012,37,2026-10-11,2026-11-10,31,13.45,148333333,142334165,290667498
4514,KH-CTRA012812-38,CTRA012812,12311666679,38,2026-11-11,2026-12-10,30,13.45,148333333,136102945,284436278
4515,KH-CTRA012812-39,CTRA012812,12163333346,39,2026-12-11,2027-01-10,31,13.45,148333333,138945256,287278589
4516,KH-CTRA012812-40,CTRA012812,12015000013,40,2027-01-11,2027-02-10,31,13.45,148333333,137250802,285584135
4517,KH-CTRA012812-41,CTRA012812,11866666680,41,2027-02-11,2027-03-10,28,13.45,148333333,122437991,270771324
4518,KH-CTRA012812-42,CTRA012812,11718333347,42,2027-03-11,2027-04-10,31,13.45,148333333,133861893,282195226
4519,KH-CTRA012812-43,CTRA012812,11570000014,43,2027-04-11,2027-05-10,30,13.45,148333333,127903973,276237306
4520,KH-CTRA012812-44,CTRA012812,11421666681,44,2027-05-11,2027-06-10,31,13.45,148333333,130472984,278806317
4521,KH-CTRA012812-45,CTRA012812,11273333348,45,2027-06-11,2027-07-10,30,13.45,148333333,124624384,272957717
4522,KH-CTRA012812-46,CTRA012812,11125000015,46,2027-07-11,2027-08-10,31,13.45,148333333,127084076,275417409
4523,KH-CTRA012812-47,CTRA012812,10976666682,47,2027-08-11,2027-09-10,31,13.45,148333333,125389621,273722954
4524,KH-CTRA012812-48,CTRA012812,10828333349,48,2027-09-11,2027-10-10,30,13.45,148333333,119705000,268038333
4525,KH-CTRA012812-49,CTRA012812,10680000016,49,2027-10-11,2027-11-10,31,13.45,148333333,122000713,270334046
4526,KH-CTRA012812-50,CTRA012812,10531666683,50,2027-11-11,2027-12-10,30,13.45,148333333,116425411,264758744
4527,KH-CTRA012812-51,CTRA012812,10383333350,51,2027-12-11,2028-01-10,31,13.45,148333333,118611804,266945137
4528,KH-CTRA012812-52,CTRA012812,10235000017,52,2028-01-11,2028-02-10,31,13.45,148333333,116917350,265250683
4529,KH-CTRA012812-53,CTRA012812,10086666684,53,2028-02-11,2028-03-10,29,13.45,148333333,107789160,256122493
4530,KH-CTRA012812-54,CTRA012812,9938333351,54,2028-03-11,2028-04-10,31,13.45,148333333,113528441,261861774
4531,KH-CTRA012812-55,CTRA012812,9790000018,55,2028-04-11,2028-05-10,30,13.45,148333333,108226439,256559772
4532,KH-CTRA012812-56,CTRA012812,9641666685,56,2028-05-11,2028-06-10,31,13.45,148333333,110139532,258472865
4533,KH-CTRA012812-57,CTRA012812,9493333352,57,2028-06-11,2028-07-10,30,13.45,148333333,104946850,253280183
4534,KH-CTRA012812-58,CTRA012812,9345000019,58,2028-07-11,2028-08-10,31,13.45,148333333,106750624,255083957
4535,KH-CTRA012812-59,CTRA012812,9196666686,59,2028-08-11,2028-09-10,31,13.45,148333333,105056169,253389502
4536,KH-CTRA012812-60,CTRA012812,9048333353,60,2028-09-11,2028-10-10,30,13.45,148333333,100027466,248360799
4537,KH-CTRA012812-61,CTRA012812,8900000020,61,2028-10-11,2028-11-10,31,13.45,148333333,101667261,250000594
4538,KH-CTRA012812-62,CTRA012812,8751666687,62,2028-11-11,2028-12-10,30,13.45,148333333,96747877,245081210
4539,KH-CTRA012812-63,CTRA012812,8603333354,63,2028-12-11,2029-01-10,31,13.45,148333333,98278352,246611685
4540,KH-CTRA012812-64,CTRA012812,8455000021,64,2029-01-11,2029-02-10,31,13.45,148333333,96583898,244917231
4541,KH-CTRA012812-65,CTRA012812,8306666688,65,2029-02-11,2029-03-10,28,13.45,148333333,85706594,234039927
4542,KH-CTRA012812-66,CTRA012812,8158333355,66,2029-03-11,2029-04-10,31,13.45,148333333,93194989,241528322
4543,KH-CTRA012812-67,CTRA012812,8010000022,67,2029-04-11,2029-05-10,30,13.45,148333333,88548904,236882237
4544,KH-CTRA012812-68,CTRA012812,7861666689,68,2029-05-11,2029-06-10,31,13.45,148333333,89806080,238139413
4545,KH-CTRA012812-69,CTRA012812,7713333356,69,2029-06-11,2029-07-10,30,13.45,148333333,85269315,233602648
4546,KH-CTRA012812-70,CTRA012812,7565000023,70,2029-07-11,2029-08-10,31,13.45,148333333,86417171,234750504
4547,KH-CTRA012812-71,CTRA012812,7416666690,71,2029-08-11,2029-09-10,31,13.45,148333333,84722717,233056050
4548,KH-CTRA012812-72,CTRA012812,7268333357,72,2029-09-11,2029-10-10,30,13.45,148333333,80349932,228683265
4549,KH-CTRA012812-73,CTRA012812,7120000024,73,2029-10-11,2029-11-10,31,13.45,148333333,81333808,229667141
4550,KH-CTRA012812-74,CTRA012812,6971666691,74,2029-11-11,2029-12-10,30,13.45,148333333,77070343,225403676
4551,KH-CTRA012812-75,CTRA012812,6823333358,75,2029-12-11,2030-01-10,31,13.45,148333333,77944900,226278233
4552,KH-CTRA012812-76,CTRA012812,6675000025,76,2030-01-11,2030-02-10,31,13.45,148333333,76250445,224583778
4553,KH-CTRA012812-77,CTRA012812,6526666692,77,2030-02-11,2030-03-10,28,13.45,148333333,67340895,215674228
4554,KH-CTRA012812-78,CTRA012812,6378333359,78,2030-03-11,2030-04-10,31,13.45,148333333,72861537,221194870
4555,KH-CTRA012812-79,CTRA012812,6230000026,79,2030-04-11,2030-05-10,30,13.45,148333333,68871370,217204703
4556,KH-CTRA012812-80,CTRA012812,6081666693,80,2030-05-11,2030-06-10,31,13.45,148333333,69472628,217805961
4557,KH-CTRA012812-81,CTRA012812,5933333360,81,2030-06-11,2030-07-10,30,13.45,148333333,65591781,213925114
4558,KH-CTRA012812-82,CTRA012812,5785000027,82,2030-07-11,2030-08-10,31,13.45,148333333,66083719,214417052
4559,KH-CTRA012812-83,CTRA012812,5636666694,83,2030-08-11,2030-09-10,31,13.45,148333333,64389265,212722598
4560,KH-CTRA012812-84,CTRA012812,5488333361,84,2030-09-11,2030-10-10,30,13.45,148333333,60672398,209005731
4561,KH-CTRA012812-85,CTRA012812,5340000028,85,2030-10-11,2030-11-10,31,13.45,148333333,61000356,209333689
4562,KH-CTRA012812-86,CTRA012812,5191666695,86,2030-11-11,2030-12-10,30,13.45,148333333,57392809,205726142
4563,KH-CTRA012812-87,CTRA012812,5043333362,87,2030-12-11,2031-01-10,31,13.45,148333333,57611448,205944781
4564,KH-CTRA012812-88,CTRA012812,4895000029,88,2031-01-11,2031-02-10,31,13.45,148333333,55916993,204250326
4565,KH-CTRA012812-89,CTRA012812,4746666696,89,2031-02-11,2031-03-10,28,13.45,148333333,48975197,197308530
4566,KH-CTRA012812-90,CTRA012812,4598333363,90,2031-03-11,2031-04-10,31,13.45,148333333,52528085,200861418
4567,KH-CTRA012812-91,CTRA012812,4450000030,91,2031-04-11,2031-05-10,30,13.45,148333333,49193836,197527169
4568,KH-CTRA012812-92,CTRA012812,4301666697,92,2031-05-11,2031-06-10,31,13.45,148333333,49139176,197472509
4569,KH-CTRA012812-93,CTRA012812,4153333364,93,2031-06-11,2031-07-10,30,13.45,148333333,45914247,194247580
4570,KH-CTRA012812-94,CTRA012812,4005000031,94,2031-07-11,2031-08-10,31,13.45,148333333,45750267,194083600
4571,KH-CTRA012812-95,CTRA012812,3856666698,95,2031-08-11,2031-09-10,31,13.45,148333333,44055813,192389146
4572,KH-CTRA012812-96,CTRA012812,3708333365,96,2031-09-11,2031-10-10,30,13.45,148333333,40994863,189328196
4573,KH-CTRA012812-97,CTRA012812,3560000032,97,2031-10-11,2031-11-10,31,13.45,148333333,40666904,189000237
4574,KH-CTRA012812-98,CTRA012812,3411666699,98,2031-11-11,2031-12-10,30,13.45,148333333,37715274,186048607
4575,KH-CTRA012812-99,CTRA012812,3263333366,99,2031-12-11,2032-01-10,31,13.45,148333333,37277996,185611329
4576,KH-CTRA012812-100,CTRA012812,3115000033,100,2032-01-11,2032-02-10,31,13.45,148333333,35583541,183916874
4577,KH-CTRA012812-101,CTRA012812,2966666700,101,2032-02-11,2032-03-10,29,13.45,148333333,31702694,180036027
4578,KH-CTRA012812-102,CTRA012812,2818333367,102,2032-03-11,2032-04-10,31,13.45,148333333,32194633,180527966
4579,KH-CTRA012812-103,CTRA012812,2670000034,103,2032-04-11,2032-05-10,30,13.45,148333333,29516302,177849635
4580,KH-CTRA012812-104,CTRA012812,2521666701,104,2032-05-11,2032-06-10,31,13.45,148333333,28805724,177139057
4581,KH-CTRA012812-105,CTRA012812,2373333368,105,2032-06-11,2032-07-10,30,13.45,148333333,26236713,174570046
4582,KH-CTRA012812-106,CTRA012812,2225000035,106,2032-07-11,2032-08-10,31,13.45,148333333,25416815,173750148
4583,KH-CTRA012812-107,CTRA012812,2076666702,107,2032-08-11,2032-09-10,31,13.45,148333333,23722361,172055694
4584,KH-CTRA012812-108,CTRA012812,1928333369,108,2032-09-11,2032-10-10,30,13.45,148333333,21317329,169650662
4585,KH-CTRA012812-109,CTRA012812,1780000036,109,2032-10-11,2032-11-10,31,13.45,148333333,20333452,168666785
4586,KH-CTRA012812-110,CTRA012812,1631666703,110,2032-11-11,2032-12-10,30,13.45,148333333,18037740,166371073
4587,KH-CTRA012812-111,CTRA012812,1483333370,111,2032-12-11,2033-01-10,31,13.45,148333333,16944544,165277877
4588,KH-CTRA012812-112,CTRA012812,1335000037,112,2033-01-11,2033-02-10,31,13.45,148333333,15250089,163583422
4589,KH-CTRA012812-113,CTRA012812,1186666704,113,2033-02-11,2033-03-10,28,13.45,148333333,12243799,160577132
4590,KH-CTRA012812-114,CTRA012812,1038333371,114,2033-03-11,2033-04-10,31,13.45,148333333,11861181,160194514
4591,KH-CTRA012812-115,CTRA012812,890000038,115,2033-04-11,2033-05-10,30,13.45,148333333,9838768,158172101
4592,KH-CTRA012812-116,CTRA012812,741666705,116,2033-05-11,2033-06-10,31,13.45,148333333,8472272,156805605
4593,KH-CTRA012812-117,CTRA012812,593333372,117,2033-06-11,2033-07-10,30,13.45,148333333,6559179,154892512
4594,KH-CTRA012812-118,CTRA012812,445000039,118,2033-07-11,2033-08-10,31,13.45,148333333,5083363,153416696
4595,KH-CTRA012812-119,CTRA012812,296666706,119,2033-08-11,2033-09-10,31,13.45,148333333,3388909,151722242
4596,KH-CTRA012812-120,CTRA012812,148333373,120,2033-09-11,2033-10-11,31,13.45,148333373,1694455,150027788
4597,KH-CTRA012813-1,CTRA012813,2100000000,1,2024-03-04,2024-04-03,31,15.85,43750000,28269452,72019452
4598,KH-CTRA012813-2,CTRA012813,2056250000,2,2024-04-04,2024-05-03,30,15.85,43750000,26787586,70537586
4599,KH-CTRA012813-3,CTRA012813,2012500000,3,2024-05-04,2024-06-03,31,15.85,43750000,27091558,70841558
4600,KH-CTRA012813-4,CTRA012813,1968750000,4,2024-06-04,2024-07-03,30,15.85,43750000,25647688,69397688
4601,KH-CTRA012813-5,CTRA012813,1925000000,5,2024-07-04,2024-08-03,31,15.85,43750000,25913664,69663664
4602,KH-CTRA012813-6,CTRA012813,1881250000,6,2024-08-04,2024-09-03,31,15.85,43750000,25324717,69074717
4603,KH-CTRA012813-7,CTRA012813,1837500000,7,2024-09-04,2024-10-03,30,15.85,43750000,23937842,67687842
4604,KH-CTRA012813-8,CTRA012813,1793750000,8,2024-10-04,2024-11-03,31,15.85,43750000,24146824,67896824
4605,KH-CTRA012813-9,CTRA012813,1750000000,9,2024-11-04,2024-12-03,30,15.85,43750000,22797945,66547945
4606,KH-CTRA012813-10,CTRA012813,1706250000,10,2024-12-04,2025-01-03,31,15.85,43750000,22968930,66718930
4607,KH-CTRA012813-11,CTRA012813,1662500000,11,2025-01-04,2025-02-03,31,15.85,43750000,22379983,66129983
4608,KH-CTRA012813-12,CTRA012813,1618750000,12,2025-02-04,2025-03-03,28,15.85,43750000,19682226,63432226
4609,KH-CTRA012813-13,CTRA012813,1575000000,13,2025-03-04,2025-04-03,31,15.85,43750000,21202089,64952089
