ID,MA_HOPDONG_TINDUNG,SO_KY,NGAY_TRA,TRA_GOC,TRA_LAI
1955,CTRA011874,1,2023-04-02,150000000,22549315
1956,CTRA011874,2,2023-05-02,150000000,20003425
1957,CTRA011874,3,2023-06-02,150000000,18791096
1958,CTRA011874,4,2023-07-02,150000000,16366438
1959,CTRA011874,5,2023-08-02,150000000,15032877
1960,CTRA011874,6,2023-09-02,150000000,13153767
1961,CTRA011874,7,2023-10-02,150000000,10910959
1962,CTRA011874,8,2023-11-02,150000000,9395548
1963,CTRA011874,9,2023-12-02,150000000,7273973
1964,CTRA011874,10,2024-01-02,150000000,5637329
1965,CTRA011874,11,2024-02-02,150000000,3758219
1966,CTRA011874,12,2024-03-03,150000000,1818493
1967,CTRA011878,1,2020-06-25,122500000,184152740
1968,CTRA011878,2,2020-07-25,122500000,176727226
1969,CTRA011878,3,2020-08-25,122500000,181083527
1970,CTRA011878,4,2020-09-25,122500000,179548921
1971,CTRA011878,5,2020-10-25,122500000,172271918
1972,CTRA011878,6,2020-11-25,122500000,176479709
1973,CTRA011878,7,2020-12-25,122500000,169301712
1974,CTRA011878,8,2021-01-25,122500000,173410497
1975,CTRA011878,9,2021-02-25,122500000,171875890
1976,CTRA011878,10,2021-03-25,122500000,153856644
1977,CTRA011878,11,2021-04-25,122500000,168806678
1978,CTRA011878,12,2021-05-25,122500000,161876199
1979,CTRA011878,13,2021-06-25,122500000,165737466
1980,CTRA011878,14,2021-07-25,122500000,158905993
1981,CTRA011878,15,2021-08-25,122500000,162668253
1982,CTRA011878,16,2021-09-25,122500000,161133647
1983,CTRA011878,17,2021-10-25,122500000,154450685
1984,CTRA011878,18,2021-11-25,122500000,158064435
1985,CTRA011878,19,2021-12-25,122500000,151480479
1986,CTRA011878,20,2022-01-25,122500000,154995223
1987,CTRA011878,21,2022-02-25,122500000,153460616
1988,CTRA011878,22,2022-03-25,122500000,137223493
1989,CTRA011878,23,2022-04-25,122500000,150391404
1990,CTRA011878,24,2022-05-25,122500000,144054966
1991,CTRA011878,25,2022-06-25,122500000,147322192
1992,CTRA011878,26,2022-07-25,122500000,141084760
1993,CTRA011878,27,2022-08-25,122500000,144252979
1994,CTRA011878,28,2022-09-25,122500000,142718373
1995,CTRA011878,29,2022-10-25,122500000,136629452
1996,CTRA011878,30,2022-11-25,122500000,139649161
1997,CTRA011878,31,2022-12-25,122500000,133659247
1998,CTRA011878,32,2023-01-25,122500000,136579949
1999,CTRA011878,33,2023-02-25,122500000,135045342
2000,CTRA011878,34,2023-03-25,122500000,120590342
2001,CTRA011878,35,2023-04-25,122500000,131976130
2002,CTRA011878,36,2023-05-25,122500000,126233733
2003,CTRA011878,37,2023-06-25,122500000,128906918
2004,CTRA011878,38,2023-07-25,122500000,123263527
2005,CTRA011878,39,2023-08-25,122500000,125837705
2006,CTRA011878,40,2023-09-25,122500000,124303099
2007,CTRA011878,41,2023-10-25,122500000,118808219
2008,CTRA011878,42,2023-11-25,122500000,121233887
2009,CTRA011878,43,2023-12-25,122500000,115838014
2010,CTRA011878,44,2024-01-25,122500000,118164675
2011,CTRA011878,45,2024-02-25,122500000,116630068
2012,CTRA011878,46,2024-03-25,122500000,107669949
2013,CTRA011878,47,2024-04-25,122500000,113560856
2014,CTRA011878,48,2024-05-25,122500000,108412500
2015,CTRA011878,49,2024-06-25,122500000,110491644
2016,CTRA011878,50,2024-07-25,122500000,105442295
2017,CTRA011878,51,2024-08-25,122500000,107422432
2018,CTRA011878,52,2024-09-25,122500000,105887825
2019,CTRA011878,53,2024-10-25,122500000,100986986
2020,CTRA011878,54,2024-11-25,122500000,102818613
2021,CTRA011878,55,2024-12-25,122500000,98016781
2022,CTRA012811,17,2024-05-12,25000000,12160274
2023,CTRA012811,18,2024-06-12,25000000,12280034
2024,CTRA012811,19,2024-07-12,25000000,11607534
2025,CTRA012811,20,2024-08-12,25000000,11708870
2026,CTRA012811,21,2024-09-12,25000000,11423288
2027,CTRA012809,1,2022-01-12,58333333,24167260
2028,CTRA012809,2,2022-02-12,58333333,23495947
2029,CTRA012809,3,2022-03-12,58333333,20615799
2030,CTRA012809,4,2022-04-12,58333333,22153322
2031,CTRA012809,5,2022-05-12,58333333,20789041
2032,CTRA012809,6,2022-06-12,58333333,20810696
2033,CTRA012809,7,2022-07-12,58333333,19489726
2034,CTRA012809,8,2022-08-12,58333333,19468071
2035,CTRA012809,9,2022-09-12,58333333,18796758
2036,CTRA012809,10,2022-10-12,58333333,17540753
2037,CTRA012809,11,2022-11-12,58333333,17454132
2038,CTRA012809,12,2022-12-12,58333333,16241438
2039,CTRA012809,13,2023-01-12,58333333,16111507
2040,CTRA012809,14,2023-02-12,58333333,15440194
2041,CTRA012809,15,2023-03-12,58333333,13339635
2042,CTRA012809,16,2023-04-12,58333333,14097569
2043,CTRA012809,17,2023-05-12,58333333,12993151
2044,CTRA012809,18,2023-06-12,58333333,12754943
2045,CTRA012809,19,2023-07-12,58333333,11693836
2046,CTRA012809,20,2023-08-12,58333333,11412317
2047,CTRA012809,21,2023-09-12,58333333,10741005
2048,CTRA012809,22,2023-10-12,58333333,9744863
2049,CTRA012809,23,2023-11-12,58333333,9398379
2050,CTRA012809,24,2023-12-12,58333333,8445548
2051,CTRA012809,25,2024-01-12,58333333,8055754
2052,CTRA012809,26,2024-02-12,58333333,7384441
2053,CTRA012809,27,2024-03-12,58333333,6280023
2054,CTRA012809,28,2024-04-12,58333333,6041815
2055,CTRA012809,29,2024-05-12,58333333,5197260
2056,CTRA012809,30,2024-06-12,58333333,4699190
2057,CTRA012809,31,2024-07-12,58333333,3897945
2058,CTRA012809,32,2024-08-12,58333333,3356564
2059,CTRA012809,33,2024-09-12,58333333,2685251
2060,CTRA012809,34,2024-10-12,58333333,1948973
2061,CTRA012809,35,2024-11-12,58333333,1342626
2062,CTRA012809,36,2024-12-13,58333345,671313
2063,CTRA012811,1,2023-01-12,25000000,17134932
2064,CTRA012811,2,2023-02-12,25000000,16849349
2065,CTRA012811,3,2023-03-12,25000000,14960822
2066,CTRA012811,4,2023-04-12,25000000,16278185
2067,CTRA012811,5,2023-05-12,25000000,15476712
2068,CTRA012811,6,2023-06-12,25000000,15707021
2069,CTRA012811,7,2023-07-12,25000000,14923973
2070,CTRA012811,8,2023-08-12,25000000,15135856
2071,CTRA012811,9,2023-09-12,25000000,14850274
2072,CTRA012811,10,2023-10-12,25000000,14094863
2073,CTRA012811,11,2023-11-12,25000000,14279110
2074,CTRA012811,12,2023-12-12,25000000,13542123
2075,CTRA012811,13,2024-01-12,25000000,13707945
2076,CTRA012811,14,2024-02-12,25000000,13422363
2077,CTRA012811,15,2024-03-12,25000000,12289247
2078,CTRA012811,16,2024-04-12,25000000,12851199
2079,CTRA012811,22,2024-10-12,25000000,10778425
2080,CTRA012811,23,2024-11-12,25000000,10852123
2081,CTRA012811,24,2024-12-12,25000000,10225685
2082,CTRA012812,1,2023-11-10,148333333,203334521
2083,CTRA012812,2,2023-12-10,148333333,195135548
2084,CTRA012812,3,2024-01-10,148333333,199945612
2085,CTRA012812,4,2024-02-10,148333333,198251158
2086,CTRA012812,5,2024-03-10,148333333,183875626
2087,CTRA012812,6,2024-04-10,148333333,194862249
2088,CTRA012812,7,2024-05-10,148333333,186936575
2089,CTRA012812,8,2024-06-10,148333333,191473340
2090,CTRA012812,9,2024-07-10,148333333,183656986
2091,CTRA012812,10,2024-08-10,148333333,188084432
2092,CTRA012812,11,2024-09-10,148333333,186389977
2093,CTRA012812,12,2024-10-10,148333333,178737603
2094,CTRA012812,13,2024-11-10,148333333,183001069
2095,CTRA012812,14,2024-12-10,148333333,175458014
2096,CTRA012813,1,2024-04-03,43750000,28269452
2097,CTRA012813,2,2024-05-03,43750000,26787586
2098,CTRA012813,3,2024-06-03,43750000,27091558
2099,CTRA012813,4,2024-07-03,43750000,25647688
2100,CTRA012813,5,2024-08-03,43750000,25913664
2101,CTRA012813,6,2024-09-03,43750000,25324717
2102,CTRA012813,7,2024-10-03,43750000,23937842
2103,CTRA012813,8,2024-11-03,43750000,24146824
2104,CTRA012813,9,2024-12-03,43750000,22797945
2105,CTRA013003,1,2024-05-01,45833333,69842466
2106,CTRA013003,2,2024-06-01,45833333,71569127
2107,CTRA013003,3,2024-07-01,45833333,68678425
2108,CTRA013003,4,2024-08-01,45833333,70366284
2109,CTRA013003,5,2024-09-01,45833333,69764863
2110,CTRA013003,6,2024-10-01,45833333,66932363
2111,CTRA013003,7,2024-11-01,45833333,68562021
2112,CTRA013003,8,2024-12-01,45833333,65768322
2113,CTRA018035,1,2024-02-07,116666667,13495616
2114,CTRA018035,2,2024-03-07,116666667,11572854
2115,CTRA018035,3,2024-04-07,116666667,11246347
2116,CTRA018035,4,2024-05-07,116666667,9795205
2117,CTRA018035,5,2024-06-07,116666667,8997078
2118,CTRA018035,6,2024-07-07,116666667,7618493
2119,CTRA018035,7,2024-08-07,116666667,6747808
2120,CTRA018035,8,2024-09-07,116666667,5623173
2121,CTRA018035,9,2024-10-07,116666667,4353425
2122,CTRA018035,10,2024-11-07,116666667,3373904
2123,CTRA018035,11,2024-12-07,116666667,2176712
2124,CTRA018036,1,2020-11-20,62500000,73635616
2125,CTRA018036,2,2020-12-20,62500000,70517979
2126,CTRA018036,3,2021-01-20,62500000,72101541
2127,CTRA018036,4,2021-02-20,62500000,71334503
2128,CTRA018036,5,2021-03-20,62500000,63738356
2129,CTRA018036,6,2021-04-20,62500000,69800428
2130,CTRA018036,7,2021-05-20,62500000,66806507
2131,CTRA018036,8,2021-06-20,62500000,68266353
2132,CTRA018036,9,2021-07-20,62500000,65321918
2133,CTRA018036,10,2021-08-20,62500000,66732277
2134,CTRA018036,11,2021-09-20,62500000,65965240
2135,CTRA018036,12,2021-10-20,62500000,63095034
2136,CTRA018036,13,2021-11-20,62500000,64431164
2137,CTRA018036,14,2021-12-20,62500000,61610445
2138,CTRA018036,15,2022-01-20,62500000,62897089
2139,CTRA018036,16,2022-02-20,62500000,62130051
2140,CTRA018036,17,2022-03-20,62500000,55424658
2141,CTRA018036,18,2022-04-20,62500000,60595976
2142,CTRA018036,19,2022-05-20,62500000,57898973
2143,CTRA018036,20,2022-06-20,62500000,59061901
2144,CTRA018036,21,2022-07-20,62500000,56414384
2145,CTRA018036,22,2022-08-20,62500000,57527825
2146,CTRA018036,23,2022-09-20,62500000,56760788
2147,CTRA018036,24,2022-10-20,62500000,54187500
2148,CTRA018036,25,2022-11-20,62500000,55226712
2149,CTRA018036,26,2022-12-20,62500000,52702911
2150,CTRA018036,27,2023-01-20,62500000,53692637
2151,CTRA018036,28,2023-02-20,62500000,52925599
2152,CTRA018036,29,2023-03-20,62500000,47110959
2153,CTRA018036,30,2023-04-20,62500000,51391524
2154,CTRA018036,31,2023-05-20,62500000,48991438
2155,CTRA018036,32,2023-06-20,62500000,49857449
2156,CTRA018036,33,2023-07-20,62500000,47506849
2157,CTRA018036,34,2023-08-20,62500000,48323373
2158,CTRA018036,35,2023-09-20,62500000,47556336
2159,CTRA018036,36,2023-10-20,62500000,45279966
2160,CTRA018036,37,2023-11-20,62500000,46022260
2161,CTRA018036,38,2023-12-20,62500000,43795377
2162,CTRA018036,39,2024-01-20,62500000,44488185
2163,CTRA018036,40,2024-02-20,62500000,43721147
2164,CTRA018036,41,2024-03-20,62500000,40182877
2165,CTRA018036,42,2024-04-20,62500000,42187072
2166,CTRA018036,43,2024-05-20,62500000,40083904
2167,CTRA018036,44,2024-06-20,62500000,40652997
2168,CTRA018036,45,2024-07-20,62500000,38599315
2169,CTRA018036,46,2024-08-20,62500000,39118921
2170,CTRA018036,47,2024-09-20,62500000,38351884
2171,CTRA018036,48,2024-10-20,62500000,36372432
2172,CTRA018036,49,2024-11-20,62500000,36817808
2173,CTRA018036,50,2024-12-20,62500000,34887842
2174,CTRA018040,1,2021-08-11,226388889,195198082
2175,CTRA018040,2,2021-09-11,226388889,192486998
2176,CTRA018040,3,2021-10-11,226388889,183654110
2177,CTRA018040,4,2021-11-11,226388889,187064829
2178,CTRA018040,5,2021-12-11,226388889,178406849
2179,CTRA018040,6,2022-01-11,226388889,181642660
2180,CTRA018040,7,2022-02-11,226388889,178931575
2181,CTRA018040,8,2022-03-11,226388889,159166895
2182,CTRA018040,9,2022-04-11,226388889,173509406
2183,CTRA018040,10,2022-05-11,226388889,165288699
2184,CTRA018040,11,2022-06-11,226388889,168087237
2185,CTRA018040,12,2022-07-11,226388889,160041438
2186,CTRA018040,13,2022-08-11,226388889,162665068
2187,CTRA018040,14,2022-09-11,226388889,159953984
2188,CTRA018040,15,2022-10-11,226388889,152170548
2189,CTRA018040,16,2022-11-11,226388889,154531815
2190,CTRA018040,17,2022-12-11,226388889,146923288
2191,CTRA018040,18,2023-01-11,226388889,149109646
2192,CTRA018040,19,2023-02-11,226388889,146398562
2193,CTRA018040,20,2023-03-11,226388889,129782237
2194,CTRA018040,21,2023-04-11,226388889,140976393
2195,CTRA018040,22,2023-05-11,226388889,133805137
2196,CTRA018040,23,2023-06-11,226388889,135554224
2197,CTRA018040,24,2023-07-11,226388889,128557877
2198,CTRA018040,25,2023-08-11,226388889,130132055
2199,CTRA018040,26,2023-09-11,226388889,127420970
2200,CTRA018040,27,2023-10-11,226388889,120686986
2201,CTRA018040,28,2023-11-11,226388889,121998801
2202,CTRA018040,29,2023-12-11,226388889,115439726
2203,CTRA018040,30,2024-01-11,226388889,116576632
2204,CTRA018040,31,2024-02-11,226388889,113865548
2205,CTRA018040,32,2024-03-11,226388889,103983208
2206,CTRA018040,33,2024-04-11,226388889,108443379
2207,CTRA018040,34,2024-05-11,226388889,102321575
2208,CTRA018040,35,2024-06-11,226388889,103021210
2209,CTRA018040,36,2024-07-11,226388889,97074315
2210,CTRA018040,37,2024-08-11,226388889,97599041
2211,CTRA018040,38,2024-09-11,226388889,94887957
2212,CTRA018040,39,2024-10-11,226388889,89203425
2213,CTRA018040,40,2024-11-11,226388889,89465788
2214,CTRA018040,41,2024-12-11,226388889,83956164
2215,CTRA019282,1,2024-07-18,133333333,17161644
2216,CTRA019282,2,2024-08-18,133333333,16255890
2217,CTRA019282,3,2024-09-18,133333333,14778082
2218,CTRA019282,4,2024-10-18,133333333,12871233
2219,CTRA019282,5,2024-11-18,133333333,11822466
2220,CTRA019282,6,2024-12-18,133333333,10010959
2221,CTRA022123,1,2018-02-18,268939394,416079452
2222,CTRA022123,2,2018-03-18,268939394,372966625
2223,CTRA022123,3,2018-04-18,268939394,409775218
2224,CTRA022123,4,2018-05-18,268939394,393506227
2225,CTRA022123,5,2018-06-18,268939394,403470984
2226,CTRA022123,6,2018-07-18,268939394,387405355
2227,CTRA022123,7,2018-08-18,268939394,397166750
2228,CTRA022123,8,2018-09-18,268939394,394014633
2229,CTRA022123,9,2018-10-18,268939394,378254047
2230,CTRA022123,10,2018-11-18,268939394,387710398
2231,CTRA022123,11,2018-12-18,268939394,372153176
2232,CTRA022123,12,2019-01-18,268939394,381406164
2233,CTRA022123,13,2019-02-18,268939394,378254047
2234,CTRA022123,14,2019-03-18,268939394,338801743
2235,CTRA022123,15,2019-04-18,268939394,371949813
2236,CTRA022123,16,2019-05-18,268939394,356900996
2237,CTRA022123,17,2019-06-18,268939394,365645579
2238,CTRA022123,18,2019-07-18,268939394,350800125
2239,CTRA022123,19,2019-08-18,268939394,359341345
2240,CTRA022123,20,2019-09-18,268939394,356189228
2241,CTRA022123,21,2019-10-18,268939394,341648817
2242,CTRA022123,22,2019-11-18,268939394,349884994
2243,CTRA022123,23,2019-12-18,268939394,335547945
2244,CTRA022123,24,2020-01-18,268939394,343580760
2245,CTRA022123,25,2020-02-18,268939394,340428643
2246,CTRA022123,26,2020-03-18,268939394,315516750
2247,CTRA022123,27,2020-04-18,268939394,334124408
2248,CTRA022123,28,2020-05-18,268939394,320295766
2249,CTRA022123,29,2020-06-18,268939394,327820174
2250,CTRA022123,30,2020-07-18,268939394,314194894
2251,CTRA022123,31,2020-08-18,268939394,321515940
2252,CTRA022123,32,2020-09-18,268939394,318363823
2253,CTRA022123,33,2020-10-18,268939394,305043587
2254,CTRA022123,34,2020-11-18,268939394,312059589
2255,CTRA022123,35,2020-12-18,268939394,298942715
2256,CTRA022123,36,2021-01-18,268939394,305755355
2257,CTRA022123,37,2021-02-18,268939394,302603238
2258,CTRA022123,38,2021-03-18,268939394,270471980
2259,CTRA022123,39,2021-04-18,268939394,296299004
2260,CTRA022123,40,2021-05-18,268939394,283690535
2261,CTRA022123,41,2021-06-18,268939394,289994770
2262,CTRA022123,42,2021-07-18,268939394,277589664
2263,CTRA022123,43,2021-08-18,268939394,283690535
2264,CTRA022123,44,2021-09-18,268939394,280538418
2265,CTRA022123,45,2021-10-18,268939394,268438356
2266,CTRA022123,46,2021-11-18,268939394,274234184
2267,CTRA022123,47,2021-12-18,268939394,262337484
2268,CTRA022123,48,2022-01-18,268939394,267929950
2269,CTRA022123,49,2022-02-18,268939394,264777833
2270,CTRA022123,50,2022-03-18,268939394,236307098
2271,CTRA022123,51,2022-04-18,268939394,258473599
2272,CTRA022123,52,2022-05-18,268939394,247085305
2273,CTRA022123,53,2022-06-18,268939394,252169365
2274,CTRA022123,54,2022-07-18,268939394,240984433
2275,CTRA022123,55,2022-08-18,268939394,245865131
2276,CTRA022123,56,2022-09-18,268939394,242713014
2277,CTRA022123,57,2022-10-18,268939394,231833126
2278,CTRA022123,58,2022-11-18,268939394,236408780
2279,CTRA022123,59,2022-12-18,268939394,225732254
2280,CTRA022123,60,2023-01-18,268939394,230104545
2281,CTRA022123,61,2023-02-18,268939394,226952428
2282,CTRA022123,62,2023-03-18,268939394,202142217
2283,CTRA022123,63,2023-04-18,268939394,220648194
2284,CTRA022123,64,2023-05-18,268939394,210480075
2285,CTRA022123,65,2023-06-18,268939394,214343960
2286,CTRA022123,66,2023-07-18,268939394,204379203
2287,CTRA022123,67,2023-08-18,268939394,208039726
2288,CTRA022123,68,2023-09-18,268939394,204887609
2289,CTRA022123,69,2023-10-18,268939394,195227895
2290,CTRA022123,70,2023-11-18,268939394,198583375
2291,CTRA022123,71,2023-12-18,268939394,189127024
2292,CTRA022123,72,2024-01-18,268939394,192279141
2293,CTRA022123,73,2024-02-18,268939394,189127024
2294,CTRA022123,74,2024-03-18,268939394,173976525
2295,CTRA022123,75,2024-04-18,268939394,182822789
2296,CTRA022123,76,2024-05-18,268939394,173874844
2297,CTRA022123,77,2024-06-18,268939394,176518555
2298,CTRA022123,78,2024-07-18,268939394,167773973
2299,CTRA022123,79,2024-08-18,268939394,170214321
2300,CTRA022123,80,2024-09-18,268939394,167062204
2301,CTRA022123,81,2024-10-18,268939394,158622665
2302,CTRA022123,82,2024-11-18,268939394,160757970
2303,CTRA022123,83,2024-12-18,268939394,152521793
2304,CTRA022526,1,2022-12-31,108333333,33564932
2305,CTRA022526,2,2023-01-31,108333333,32166393
2306,CTRA022526,3,2023-02-28,108333333,27790320
2307,CTRA022526,4,2023-03-31,108333333,29369315
2308,CTRA022526,5,2023-04-30,108333333,27068493
2309,CTRA022526,6,2023-05-31,108333333,26572237
2310,CTRA022526,7,2023-06-30,108333333,24361644
2311,CTRA022526,8,2023-07-31,108333333,23775160
2312,CTRA022526,9,2023-08-31,108333333,22376621
2313,CTRA022526,10,2023-09-30,108333333,20301370
2314,CTRA022526,11,2023-10-31,108333333,19579543
2315,CTRA022526,12,2023-11-30,108333333,17594521
2316,CTRA022526,13,2023-12-31,108333333,16782466
2317,CTRA022526,14,2024-01-31,108333333,15383927
2318,CTRA022526,15,2024-02-29,108333333,13083105
2319,CTRA022526,16,2024-03-31,108333333,12586849
2320,CTRA022526,17,2024-04-30,108333333,10827397
2321,CTRA022526,18,2024-05-31,108333333,9789772
2322,CTRA022526,19,2024-06-30,108333333,8120548
2323,CTRA022526,20,2024-07-31,108333333,6992694
2324,CTRA022526,21,2024-08-31,108333333,5594155
2325,CTRA022526,22,2024-09-30,108333333,4060274
2326,CTRA022526,23,2024-10-31,108333333,2797078
2327,CTRA022526,24,2024-12-01,108333341,1398539
2328,CTRA022897,1,2024-06-24,141666667,18769863
2329,CTRA022897,2,2024-07-24,141666667,16650685
2330,CTRA022897,3,2024-08-24,141666667,15641553
2331,CTRA022897,4,2024-09-24,141666667,14077397
2332,CTRA022897,5,2024-10-24,141666667,12109589
2333,CTRA022897,6,2024-11-24,141666667,10949087
2334,CTRA022897,7,2024-12-24,141666667,9082192
2335,CTRA022965,1,2020-12-12,195000000,141842466
2336,CTRA022965,2,2021-01-12,195000000,144127705
2337,CTRA022965,3,2021-02-12,195000000,141684863
2338,CTRA022965,4,2021-03-12,195000000,125766986
2339,CTRA022965,5,2021-04-12,195000000,136799178
2340,CTRA022965,6,2021-05-12,195000000,130022260
2341,CTRA022965,7,2021-06-12,195000000,131913493
2342,CTRA022965,8,2021-07-12,195000000,125294178
2343,CTRA022965,9,2021-08-12,195000000,127027808
2344,CTRA022965,10,2021-09-12,195000000,124584966
2345,CTRA022965,11,2021-10-12,195000000,118202055
2346,CTRA022965,12,2021-11-12,195000000,119699281
2347,CTRA022965,13,2021-12-12,195000000,113473973
2348,CTRA022965,14,2022-01-12,195000000,114813596
2349,CTRA022965,15,2022-02-12,195000000,112370753
2350,CTRA022965,16,2022-03-12,195000000,99289726
2351,CTRA022965,17,2022-04-12,195000000,107485068
2352,CTRA022965,18,2022-05-12,195000000,101653767
2353,CTRA022965,19,2022-06-12,195000000,102599384
2354,CTRA022965,20,2022-07-12,195000000,96925685
2355,CTRA022965,21,2022-08-12,195000000,97713699
2356,CTRA022965,22,2022-09-12,195000000,95270856
2357,CTRA022965,23,2022-10-12,195000000,89833562
2358,CTRA022965,24,2022-11-12,195000000,90385171
2359,CTRA022965,25,2022-12-12,195000000,85105479
2360,CTRA022965,26,2023-01-12,195000000,85499486
2361,CTRA022965,27,2023-02-12,195000000,83056644
2362,CTRA022965,28,2023-03-12,195000000,72812466
2363,CTRA022965,29,2023-04-12,195000000,78170959
2364,CTRA022965,30,2023-05-12,195000000,73285274
2365,CTRA022965,31,2023-06-12,195000000,73285274
2366,CTRA022965,32,2023-07-12,195000000,68557192
2367,CTRA022965,33,2023-08-12,195000000,68399589
2368,CTRA022965,34,2023-09-12,195000000,65956747
2369,CTRA022965,35,2023-10-12,195000000,61465068
2370,CTRA022965,36,2023-11-12,195000000,61071062
2371,CTRA022965,37,2023-12-12,195000000,56736986
2372,CTRA022965,38,2024-01-12,195000000,56185377
2373,CTRA022965,39,2024-02-12,195000000,53742534
2374,CTRA022965,40,2024-03-12,195000000,47990034
2375,CTRA022965,41,2024-04-12,195000000,48856849
2376,CTRA022965,42,2024-05-12,195000000,44916781
2377,CTRA022965,43,2024-06-12,195000000,43971164
2378,CTRA022965,44,2024-07-12,195000000,40188699
2379,CTRA022965,45,2024-08-12,195000000,39085479
2380,CTRA022965,46,2024-09-12,195000000,36642637
2381,CTRA022965,47,2024-10-12,195000000,33096575
2382,CTRA022965,48,2024-11-12,195000000,31756952
2383,CTRA022965,49,2024-12-12,195000000,28368493
2384,CTRA022961,1,2020-08-28,220000000,161998356
2385,CTRA022961,2,2020-09-28,220000000,159298384
2386,CTRA022961,3,2020-10-28,220000000,151546849
2387,CTRA022961,4,2020-11-28,220000000,153898438
2388,CTRA022961,5,2020-12-28,220000000,146321096
2389,CTRA022961,6,2021-01-28,220000000,148498493
2390,CTRA022961,7,2021-02-27,220000000,141095342
2391,CTRA022961,8,2021-03-27,220000000,129250301
2392,CTRA022961,9,2021-04-27,220000000,140398575
2393,CTRA022961,10,2021-05-27,220000000,133256712
2394,CTRA022961,11,2021-06-27,220000000,134998630
2395,CTRA022961,12,2021-07-27,220000000,128030959
2396,CTRA022961,13,2021-08-27,220000000,129598685
2397,CTRA022961,14,2021-09-27,220000000,126898712
2398,CTRA022961,15,2021-10-27,220000000,120192329
2399,CTRA022961,16,2021-11-27,220000000,121498767
2400,CTRA022961,17,2021-12-27,220000000,114966575
2401,CTRA022961,18,2022-01-27,220000000,116098822
2402,CTRA022961,19,2022-02-27,220000000,113398849
2403,CTRA022961,20,2022-03-27,220000000,99986082
2404,CTRA022961,21,2022-04-27,220000000,107998904
2405,CTRA022961,22,2022-05-27,220000000,101902192
2406,CTRA022961,23,2022-06-27,220000000,102598959
2407,CTRA022961,24,2022-07-27,220000000,96676438
2408,CTRA022961,25,2022-08-27,220000000,97199014
2409,CTRA022961,26,2022-09-27,220000000,94499041
2410,CTRA022961,27,2022-10-27,220000000,88837808
2411,CTRA022961,28,2022-11-27,220000000,89099096
2412,CTRA022961,29,2022-12-27,220000000,83612055
2413,CTRA022961,30,2023-01-27,220000000,83699151
2414,CTRA022961,31,2023-02-27,220000000,80999178
2415,CTRA022961,32,2023-03-27,220000000,70721863
2416,CTRA022961,33,2023-04-27,220000000,75599233
2417,CTRA022961,34,2023-05-27,220000000,70547671
2418,CTRA022961,35,2023-06-27,220000000,70199288
2419,CTRA022961,36,2023-07-27,220000000,65321918
2420,CTRA022961,37,2023-08-27,220000000,64799342
2421,CTRA022961,38,2023-09-27,220000000,62099370
2422,CTRA022961,39,2023-10-27,220000000,57483288
2423,CTRA022961,40,2023-11-27,220000000,56699425
2424,CTRA022961,41,2023-12-27,220000000,52257534
2425,CTRA022961,42,2024-01-27,220000000,51299479
2426,CTRA022961,43,2024-02-27,220000000,48599507
2427,CTRA022961,44,2024-03-27,220000000,42938274
2428,CTRA022961,45,2024-04-27,220000000,43199562
2429,CTRA022961,46,2024-05-27,220000000,39193151
2430,CTRA022961,47,2024-06-27,220000000,37799616
2431,CTRA022961,48,2024-07-27,220000000,33967397
2432,CTRA022961,49,2024-08-27,220000000,32399671
2433,CTRA022961,50,2024-09-27,220000000,29699699
2434,CTRA022961,51,2024-10-27,220000000,26128767
2435,CTRA022961,52,2024-11-27,220000000,24299753
2436,CTRA022961,53,2024-12-27,220000000,20903014
2437,CTRA023007,1,2024-07-09,65833333,77917808
2438,CTRA023007,2,2024-08-09,65833333,79844110
2439,CTRA023007,3,2024-09-09,65833333,79173151
2440,CTRA023007,4,2024-10-09,65833333,75969863
2441,CTRA023007,5,2024-11-09,65833333,77831233
2442,CTRA023007,6,2024-12-09,65833333,74671233
2443,CTRA023006,1,2023-09-25,153333333,247694247
2444,CTRA023006,2,2023-10-25,153333333,237706575
2445,CTRA023006,3,2023-11-25,153333333,243566009
2446,CTRA023006,4,2023-12-25,153333333,233711507
2447,CTRA023006,5,2024-01-25,153333333,239437772
2448,CTRA023006,6,2024-02-25,153333333,237373653
2449,CTRA023006,7,2024-03-25,153333333,220128274
2450,CTRA023006,8,2024-04-25,153333333,233245416
2451,CTRA023006,9,2024-05-25,153333333,223723836
2452,CTRA023006,10,2024-06-25,153333333,229117178
2453,CTRA023006,11,2024-07-25,153333333,219728767
2454,CTRA023006,12,2024-08-25,153333333,224988941
2455,CTRA023006,13,2024-09-25,153333333,222924822
2456,CTRA023006,14,2024-10-25,153333333,213736164
2457,CTRA023006,15,2024-11-25,153333333,218796585
2458,CTRA023006,16,2024-12-25,153333333,209741096
2459,CTRA023427,1,2021-06-15,142222222,309830137
2460,CTRA023427,2,2021-07-15,142222222,298169863
2461,CTRA023427,3,2021-08-15,142222222,306387580
2462,CTRA023427,4,2021-09-15,142222222,304666301
2463,CTRA023427,5,2021-10-15,142222222,293172603
2464,CTRA023427,6,2021-11-15,142222222,301223744
2465,CTRA023427,7,2021-12-15,142222222,289841096
2466,CTRA023427,8,2022-01-15,142222222,297781187
2467,CTRA023427,9,2022-02-15,142222222,296059909
2468,CTRA023427,10,2022-03-15,142222222,265854247
2469,CTRA023427,11,2022-04-15,142222222,292617352
2470,CTRA023427,12,2022-05-15,142222222,281512329
